subID,condition,Hz,frontal,central,parietal,occipital,ln_Hz,ln_frontal,ln_central,ln_parietal,ln_occipital
oa10,eo,28.913,0.09932,0.189433333,0.2984,0.375266667,3.364291321,-2.309408318,-1.663718119,-1.209320411,-0.980118395
oa10,eo,29.91,0.09212,0.157533333,0.25608,0.3341,3.398192873,-2.384663204,-1.848118203,-1.362265383,-1.09631493
oa11,ec,0.997,311.78178,14.61186667,15.16946,12.84973333,-0.003004509,5.74230352,2.681833984,2.719284196,2.553323059
oa11,ec,1.994,86.55396,4.515133333,3.29892,2.840066667,0.690142672,4.460768034,1.507434718,1.193595142,1.043827526
oa11,ec,2.991,17.8064,1.990933333,1.095,0.911733333,1.09560778,2.879557943,0.688603541,0.090754363,-0.092407729
oa11,ec,3.988,6.06892,1.131833333,0.64176,0.511933333,1.383289852,1.803180665,0.123838737,-0.443540877,-0.669560871
oa11,ec,4.985,2.43074,0.554466667,0.34802,0.3476,1.606433403,0.888195738,-0.589748588,-1.05549533,-1.056702886
oa11,ec,5.982,1.22152,0.369166667,0.24618,0.205,1.78875496,0.200095985,-0.996507066,-1.401692303,-1.5847453
oa11,ec,6.979,1.10066,0.316966667,0.21168,0.171733333,1.94290564,0.09591,-1.148958663,-1.552679579,-1.761812393
oa11,ec,7.976,1.21068,0.484233333,0.2934,0.230266667,2.076437033,0.191182185,-0.725188395,-1.226218413,-1.468517221
oa11,ec,8.973,1.69914,0.819666667,0.51172,0.5774,2.194220068,0.530122241,-0.198857525,-0.669977679,-0.549220012
oa11,ec,9.97,3.99804,2.6453,1.90506,2.6609,2.299580584,1.385804241,0.97278448,0.644513504,0.978664411
oa11,ec,10.967,3.1907,1.7996,1.31996,1.914533333,2.394890764,1.160240328,0.587564418,0.277601433,0.649473903
oa11,ec,11.964,1.71016,0.7016,0.57998,0.6821,2.481902141,0.536586933,-0.354391838,-0.544761659,-0.382579004
oa11,ec,12.961,1.15068,0.520866667,0.3931,0.353833333,2.561944848,0.140353072,-0.652261188,-0.933691247,-1.038929287
oa11,ec,13.958,0.875,0.4002,0.292,0.227266667,2.636052821,-0.133531393,-0.915790857,-1.231001477,-1.481631208
oa11,ec,14.955,0.80994,0.3826,0.29866,0.239933333,2.705045692,-0.210795108,-0.960765222,-1.208449476,-1.427394172
oa11,ec,15.952,0.74398,0.370633333,0.2936,0.236333333,2.769584213,-0.295741126,-0.992542025,-1.225536982,-1.442512041
oa11,ec,16.949,0.72984,0.3703,0.26982,0.2271,2.830208835,-0.314929947,-0.993441791,-1.310000209,-1.48236483
oa11,ec,17.946,0.73572,0.322833333,0.24158,0.193233333,2.887367249,-0.306905667,-1.130619085,-1.420554598,-1.643856839
oa11,ec,18.943,0.68106,0.315866667,0.22122,0.206866667,2.94143447,-0.384104871,-1.152435095,-1.508597598,-1.575680816
oa11,ec,19.94,0.55448,0.277,0.18446,0.1785,2.992727765,-0.589724541,-1.283737773,-1.690322641,-1.723166678
oa11,ec,20.937,0.42888,0.193,0.14008,0.1389,3.041517929,-0.846578119,-1.64506509,-1.965541591,-1.974001029
oa11,ec,21.934,0.42982,0.1888,0.12634,0.1286,3.088037944,-0.844388763,-1.667067025,-2.068778594,-2.051048467
oa11,ec,22.931,0.43374,0.1939,0.12376,0.109133333,3.132489707,-0.835310003,-1.640412717,-2.089411073,-2.215184903
oa11,ec,23.928,0.42408,0.167966667,0.11072,0.101133333,3.175049321,-0.857833162,-1.783989732,-2.200750787,-2.291315501
oa11,ec,24.925,0.432,0.175133333,0.10616,0.100933333,3.215871316,-0.839329691,-1.74220769,-2.242807889,-2.293295046
oa11,ec,25.922,0.39716,0.1329,0.08654,0.0993,3.255092029,-0.923416057,-2.018158313,-2.447148544,-2.309609708
oa11,ec,26.919,0.384,0.1396,0.08808,0.092466667,3.292832357,-0.957112726,-1.968974089,-2.429509787,-2.38090706
oa11,ec,27.916,0.3336,0.138266667,0.07976,0.083433333,3.329200001,-1.097812608,-1.978571091,-2.528733153,-2.483707369
oa11,ec,28.913,0.34862,0.136733333,0.07652,0.085966667,3.364291321,-1.053772775,-1.989722722,-2.570203134,-2.453795655
oa11,ec,29.91,0.33546,0.116766667,0.06594,0.078933333,3.398192873,-1.092252555,-2.147577637,-2.719010041,-2.539151665
oa11,eo,0.997,289.4395667,25.9773,33.0993,17.83176667,-0.003004509,5.667946525,3.25722308,3.499512134,2.880981511
oa11,eo,1.994,90.53436667,7.266266667,7.09588,5.812,0.690142672,4.505729521,1.983242634,1.959514334,1.759924746
oa11,eo,2.991,22.33583333,3.907033333,3.13974,3.281966667,1.09560778,3.106192265,1.362778348,1.144139994,1.188442836
oa11,eo,3.988,6.3323,2.0422,1.72374,2.007333333,1.383289852,1.845663519,0.714027658,0.544496349,0.696807141
oa11,eo,4.985,2.652,0.9279,0.91342,1.124166667,1.606433403,0.975314072,-0.074831311,-0.090559482,0.11704202
oa11,eo,5.982,1.317966667,0.678666667,0.7142,0.8166,1.78875496,0.276090145,-0.38762519,-0.336592244,-0.2026059
oa11,eo,6.979,0.961966667,0.5982,0.64756,0.847833333,1.94290564,-0.038775479,-0.513830133,-0.434543826,-0.165071203
oa11,eo,7.976,0.877166667,0.660033333,0.67634,0.839333333,2.076437033,-0.131058263,-0.41546494,-0.391059371,-0.175147353
oa11,eo,8.973,1.092633333,1.0367,0.98344,1.2285,2.194220068,0.088590685,0.036042591,-0.01669865,0.205793913
oa11,eo,9.97,1.108033333,1.0266,0.98336,1.2636,2.299580584,0.102586672,0.026252371,-0.01678,0.23396479
oa11,eo,10.967,0.924133333,0.891466667,0.85478,1.07,2.394890764,-0.078898918,-0.114887233,-0.156911153,0.067658648
oa11,eo,11.964,0.700366667,0.703566667,0.68092,0.676433333,2.481902141,-0.356151272,-0.351592643,-0.384310454,-0.390921383
oa11,eo,12.961,0.593166667,0.6136,0.56448,0.572033333,2.561944848,-0.522279863,-0.488412029,-0.571850326,-0.558558014
oa11,eo,13.958,0.528433333,0.541,0.51914,0.546233333,2.636052821,-0.637838625,-0.614336,-0.655581683,-0.604709044
oa11,eo,14.955,0.481933333,0.531566667,0.50296,0.5225,2.705045692,-0.729949487,-0.631926658,-0.687244635,-0.649130295
oa11,eo,15.952,0.439066667,0.486466667,0.5278,0.5831,2.769584213,-0.823104017,-0.720586896,-0.639037855,-0.539396581
oa11,eo,16.949,0.388,0.4182,0.4488,0.506433333,2.830208835,-0.946749939,-0.871795492,-0.801177925,-0.680362586
oa11,eo,17.946,0.333233333,0.3677,0.42296,0.542066667,2.887367249,-1.098912334,-1.000487891,-0.860477667,-0.612366284
oa11,eo,18.943,0.360566667,0.361033333,0.3814,0.512966667,2.94143447,-1.020078411,-1.018784989,-0.963906586,-0.667544413
oa11,eo,19.94,0.3275,0.405466667,0.375,0.470233333,2.992727765,-1.116267224,-0.902716612,-0.980829253,-0.754526254
oa11,eo,20.937,0.340933333,0.349066667,0.32556,0.394466667,3.041517929,-1.076068324,-1.052492353,-1.122208503,-0.930220637
oa11,eo,21.934,0.3129,0.326633333,0.32824,0.4384,3.088037944,-1.161871628,-1.118917042,-1.114010231,-0.824623543
oa11,eo,22.931,0.2837,0.2929,0.27294,0.3387,3.132489707,-1.259837937,-1.227924025,-1.298503288,-1.082640519
oa11,eo,23.928,0.273333333,0.272666667,0.2452,0.3552,3.175049321,-1.297063227,-1.299505231,-1.405681075,-1.035074268
oa11,eo,24.925,0.2773,0.252,0.22474,0.3219,3.215871316,-1.282655326,-1.378326191,-1.492811101,-1.133514341
oa11,eo,25.922,0.254366667,0.223133333,0.22854,0.3486,3.255092029,-1.368978483,-1.499985779,-1.476044029,-1.053830146
oa11,eo,26.919,0.257533333,0.209266667,0.19698,0.330833333,3.292832357,-1.356606117,-1.564145923,-1.624653078,-1.106140555
oa11,eo,27.916,0.238933333,0.173133333,0.15956,0.300333333,3.329200001,-1.431570706,-1.753693268,-1.835335252,-1.20286231
oa11,eo,28.913,0.214,0.1715,0.16558,0.327033333,3.364291321,-1.541779264,-1.763172012,-1.798300817,-1.117693176
oa11,eo,29.91,0.175266667,0.156566667,0.1493,0.287,3.398192873,-1.741446655,-1.854273375,-1.901797574,-1.248273063
oa12,ec,0.997,14.98416,12.33693333,14.31708,12.50673333,-0.003004509,2.706993643,2.512597473,2.66145323,2.526267166
oa12,ec,1.994,2.78728,2.2634,3.54824,3.310666667,0.690142672,1.02506621,0.816868108,1.266451706,1.197149579
oa12,ec,2.991,0.86806,1.004833333,1.53646,1.267433333,1.09560778,-0.141494442,0.00482169,0.429481069,0.236993858
oa12,ec,3.988,0.56192,0.557733333,0.93104,0.871533333,1.383289852,-0.576395788,-0.583874328,-0.071453038,-0.137501167
oa12,ec,4.985,0.41782,0.4787,0.68834,0.529066667,1.606433403,-0.872704561,-0.736681183,-0.373472377,-0.636640831
oa12,ec,5.982,0.35772,0.3487,0.58564,0.441166667,1.78875496,-1.028004722,-1.053543325,-0.535050013,-0.818332546
oa12,ec,6.979,0.3482,0.352,0.68584,0.527433333,1.94290564,-1.054978252,-1.044124103,-0.377110915,-0.639732804
oa12,ec,7.976,0.44294,0.4489,1.06894,0.8736,2.076437033,-0.814320958,-0.800955133,0.066667503,-0.135132674
oa12,ec,8.973,0.7351,1.091766667,2.88534,2.466166667,2.194220068,-0.307748735,0.087797179,1.059642744,0.902664988
oa12,ec,9.97,1.85344,2.143033333,10.08144,10.71236667,2.299580584,0.617043372,0.762222271,2.31069611,2.371398837
oa12,ec,10.967,1.29288,1.1929,6.36546,8.0711,2.394890764,0.256872288,0.176387317,1.8508865,2.08828978
oa12,ec,11.964,0.3187,0.3881,1.2058,1.334566667,2.481902141,-1.143505058,-0.946492241,0.187143247,0.288606645
oa12,ec,12.961,0.20104,0.2641,0.52302,0.477566667,2.561944848,-1.604251386,-1.33142746,-0.648135575,-0.739051513
oa12,ec,13.958,0.1585,0.213566667,0.39374,0.351366667,2.636052821,-1.842000686,-1.543806239,-0.932064486,-1.045924966
oa12,ec,14.955,0.15472,0.212933333,0.31746,0.273966667,2.705045692,-1.866138247,-1.546776151,-1.147403453,-1.294748834
oa12,ec,15.952,0.1717,0.264666667,0.3602,0.300966667,2.769584213,-1.762006511,-1.329284106,-1.021095846,-1.200755762
oa12,ec,16.949,0.18666,0.303333333,0.34834,0.274233333,2.830208835,-1.678466499,-1.192922968,-1.054576265,-1.293775953
oa12,ec,17.946,0.21528,0.364,0.36838,0.252866667,2.887367249,-1.535815773,-1.010601411,-0.998640265,-1.374892938
oa12,ec,18.943,0.20576,0.3347,0.44968,0.320966667,2.94143447,-1.581044838,-1.094520671,-0.79921906,-1.136418003
oa12,ec,19.94,0.21838,0.3162,0.45384,0.322033333,2.992727765,-1.521518614,-1.151380354,-0.790010566,-1.133100219
oa12,ec,20.937,0.20428,0.302366667,0.40108,0.282166667,3.041517929,-1.588263677,-1.19611487,-0.91359437,-1.265257366
oa12,ec,21.934,0.1827,0.278266667,0.3155,0.212433333,3.088037944,-1.699909816,-1.279175392,-1.153596597,-1.549127065
oa12,ec,22.931,0.17276,0.256833333,0.2766,0.2181,3.132489707,-1.755851931,-1.359327913,-1.28518286,-1.522801606
oa12,ec,23.928,0.16644,0.2358,0.26204,0.2028,3.175049321,-1.793120395,-1.444771291,-1.339258115,-1.595535007
oa12,ec,24.925,0.14388,0.177966667,0.19724,0.164833333,3.215871316,-1.93877566,-1.726159012,-1.623334018,-1.802820417
oa12,ec,25.922,0.14426,0.1474,0.18214,0.162933333,3.255092029,-1.936138052,-1.914605299,-1.702979657,-1.81441416
oa12,ec,26.919,0.12938,0.136933333,0.17036,0.150366667,3.292832357,-2.045001468,-1.98826109,-1.769841434,-1.894678523
oa12,ec,27.916,0.1174,0.1238,0.15606,0.1433,3.329200001,-2.142168372,-2.089087919,-1.85751473,-1.942814944
oa12,ec,28.913,0.10058,0.1016,0.1385,0.123733333,3.364291321,-2.296801848,-2.286711744,-1.976884953,-2.089626567
oa12,ec,29.91,0.0938,0.092666667,0.13222,0.1299,3.398192873,-2.366590423,-2.378746454,-2.023288077,-2.040990355
oa12,eo,0.997,15.4235,19.78483333,19.39696,12.4872,-0.003004509,2.73589232,2.984915651,2.965116353,2.52470412
oa12,eo,1.994,4.2904,5.889466667,6.96298,4.5937,0.690142672,1.456379969,1.773165445,1.940607544,1.5246858
oa12,eo,2.991,2.12632,2.6814,2.65386,1.745433333,1.09560778,0.754392786,0.986339046,0.976015184,0.557002853
oa12,eo,3.988,1.30822,1.727533333,1.57038,1.257766667,1.383289852,0.268667435,0.546694572,0.451317628,0.229337661
oa12,eo,4.985,0.91364,1.2271,0.9782,0.792666667,1.606433403,-0.090318658,0.204653662,-0.022041131,-0.23235249
oa12,eo,5.982,0.81076,0.8551,0.71416,0.5339,1.78875496,-0.2097832,-0.156536858,-0.336648252,-0.627546723
oa12,eo,6.979,0.7283,0.782766667,0.73382,0.504666667,1.94290564,-0.317042228,-0.244920627,-0.309491512,-0.683857134
oa12,eo,7.976,0.7835,0.9854,1.06924,0.737866667,2.076437033,-0.243984217,-0.014707629,0.066948116,-0.303992139
oa12,eo,8.973,1.57226,2.228533333,2.2894,1.299866667,2.194220068,0.452514075,0.801343671,0.828289775,0.262261695
oa12,eo,9.97,2.32924,3.611666667,3.66738,1.620933333,2.299580584,0.845542034,1.284169346,1.299477511,0.483002115
oa12,eo,10.967,0.72844,0.993833333,1.35728,0.826133333,2.394890764,-0.316850018,-0.006185759,0.305482697,-0.190999098
oa12,eo,11.964,0.55696,0.685833333,0.81768,0.5559,2.481902141,-0.585261855,-0.377120635,-0.201284217,-0.587166857
oa12,eo,12.961,0.41734,0.4558,0.52716,0.403633333,2.561944848,-0.873854042,-0.785701162,-0.640251171,-0.907248404
oa12,eo,13.958,0.35828,0.3847,0.47914,0.386133333,2.636052821,-1.026440475,-0.955291469,-0.735762449,-0.951572546
oa12,eo,14.955,0.35078,0.364633333,0.39954,0.306566667,2.705045692,-1.047596033,-1.008862997,-0.917441394,-1.182320038
oa12,eo,15.952,0.38012,0.3943,0.38864,0.294733333,2.769584213,-0.967268287,-0.930643238,-0.945101814,-1.221684286
oa12,eo,16.949,0.44658,0.433366667,0.36656,0.3306,2.830208835,-0.806136723,-0.836171104,-1.00359306,-1.106846094
oa12,eo,17.946,0.5958,0.5689,0.38842,0.327833333,2.887367249,-0.517850239,-0.564050607,-0.945668051,-1.11524993
oa12,eo,18.943,0.70932,0.5613,0.37566,0.289066667,2.94143447,-0.343448514,-0.577499757,-0.9790708,-1.241097937
oa12,eo,19.94,0.73786,0.516466667,0.40012,0.315966667,2.992727765,-0.304001174,-0.660744529,-0.915990777,-1.152118556
oa12,eo,20.937,0.98022,0.5485,0.43578,0.333066667,3.041517929,-0.019978243,-0.600567999,-0.83061775,-1.099412609
oa12,eo,21.934,1.09736,0.437266667,0.32474,0.2535,3.088037944,0.092907295,-0.827212049,-1.124730417,-1.372391456
oa12,eo,22.931,1.3397,0.433633333,0.3055,0.2437,3.132489707,0.292445708,-0.835555956,-1.1858055,-1.411817318
oa12,eo,23.928,1.4755,0.413733333,0.29186,0.242166667,3.175049321,0.388996915,-0.882533635,-1.231481044,-1.418129085
oa12,eo,24.925,1.52308,0.347266667,0.23418,0.194466667,3.215871316,0.4207346,-1.057662302,-1.451665229,-1.63749451
oa12,eo,25.922,1.50322,0.303566667,0.1932,0.1677,3.255092029,0.407609474,-1.192154033,-1.644029357,-1.78557861
oa12,eo,26.919,1.22266,0.25,0.1639,0.138966667,3.292832357,0.201028813,-1.386294361,-1.808498793,-1.973521183
oa12,eo,27.916,1.13426,0.216733333,0.14348,0.118266667,3.329200001,0.125980456,-1.52908756,-1.941559626,-2.134813317
oa12,eo,28.913,0.99924,0.1707,0.12186,0.1047,3.364291321,-0.000760289,-1.767847649,-2.104882434,-2.256656161
oa12,eo,29.91,0.9218,0.167033333,0.11908,0.1112,3.398192873,-0.081426999,-1.789561886,-2.127959743,-2.196424897
oa13,ec,0.997,41.68644,38.8936,30.88738,29.0495,-0.003004509,3.730175896,3.660829713,3.430347686,3.369001271
oa13,ec,1.994,13.14462,13.151,11.06788,10.74173333,0.690142672,2.576012549,2.576497801,2.40404722,2.374136466
oa13,ec,2.991,6.00116,7.3654,6.51012,6.003466667,1.09560778,1.791952784,1.996793359,1.873357889,1.79233708
oa13,ec,3.988,3.41944,5.566266667,5.13642,4.521833333,1.383289852,1.229476795,1.716724572,1.636356339,1.508917516
oa13,ec,4.985,2.5453,4.1142,3.88714,3.311,1.606433403,0.934248521,1.414444405,1.357673669,1.197250259
oa13,ec,5.982,2.27646,3.6439,3.50224,3.179966667,1.78875496,0.822621605,1.293054537,1.253402764,1.156870715
oa13,ec,6.979,2.66872,3.971866667,3.52448,3.438733333,1.94290564,0.981598957,1.379236177,1.259732908,1.235103187
oa13,ec,7.976,3.71436,5.8553,4.66638,3.864166667,2.076437033,1.312206389,1.767347234,1.54038361,1.351746049
oa13,ec,8.973,4.66638,8.338966667,8.22636,6.087233333,2.194220068,1.54038361,2.120939308,2.107343633,1.806193682
oa13,ec,9.97,13.10774,19.3066,19.47826,14.84966667,2.299580584,2.573202895,2.960447006,2.969298972,2.697977418
oa13,ec,10.967,22.79956,32.6006,36.79054,28.24973333,2.394890764,3.126741238,3.484330693,3.605240747,3.341084018
oa13,ec,11.964,10.2278,17.58836667,22.84804,19.54953333,2.481902141,2.325109503,2.867237699,3.128865337,2.972951416
oa13,ec,12.961,5.63614,9.0932,7.54266,7.431166667,2.561944848,1.729199434,2.207526881,2.020574905,2.005682867
oa13,ec,13.958,3.739,5.2223,4.0583,3.837333333,2.636052821,1.318818196,1.652937918,1.400764167,1.344777681
oa13,ec,14.955,3.1754,4.810333333,3.08832,2.7096,2.705045692,1.155433609,1.570766382,1.127627254,0.996801023
oa13,ec,15.952,2.89048,4.791566667,3.27598,2.678933333,2.769584213,1.061422578,1.566857428,1.186617061,0.985418705
oa13,ec,16.949,3.51434,5.5681,3.77252,2.888166667,2.830208835,1.256851741,1.717053883,1.327743213,1.060621929
oa13,ec,17.946,3.43268,5.557233333,3.99134,2.482266667,2.887367249,1.233341297,1.715100382,1.384127014,0.909172121
oa13,ec,18.943,3.62172,4.8367,3.5114,2.861266667,2.94143447,1.286949051,1.57623267,1.256014818,1.051264417
oa13,ec,19.94,4.75002,4.8159,3.6697,3.569066667,2.992727765,1.558148829,1.571922944,1.300109915,1.272304124
oa13,ec,20.937,7.00406,5.1551,4.01192,3.7312,3.041517929,1.946489981,1.639986516,1.38926993,1.316729898
oa13,ec,21.934,7.7789,5.477033333,3.6973,3.352633333,3.088037944,2.05141494,1.700563592,1.307602824,1.209746107
oa13,ec,22.931,5.016,3.790033333,2.6804,2.396033333,3.132489707,1.612632803,1.332374814,0.985966037,0.873814592
oa13,ec,23.928,3.05066,2.701766667,1.8551,1.848933333,3.175049321,1.115357961,0.99390588,0.617938603,0.614608896
oa13,ec,24.925,2.15182,1.9141,1.49618,1.4418,3.215871316,0.766313996,0.649247538,0.402915193,0.365892333
oa13,ec,25.922,1.67488,1.478933333,1.29442,1.1872,3.255092029,0.515741521,0.391321107,0.258062718,0.171597593
oa13,ec,26.919,1.45272,1.504233333,1.24708,1.1495,3.292832357,0.373437661,0.408283355,0.220804819,0.139327065
oa13,ec,27.916,1.39258,1.357733333,1.14612,1.122033333,3.329200001,0.331158142,0.305816643,0.136382325,0.115142516
oa13,ec,28.913,1.17628,1.121,1.0014,1.047533333,3.364291321,0.162356916,0.114221144,0.001399021,0.046438194
oa13,ec,29.91,1.14342,1.08,0.97976,1.054733333,3.398192873,0.134023771,0.076961041,-0.020447635,0.05328797
oa13,eo,0.997,302.03344,100.9746667,85.69918,87.16233333,-0.003004509,5.71053774,4.61486966,4.450843257,4.46777228
oa13,eo,1.994,33.81048,16.27363333,16.48704,17.18256667,0.690142672,3.520770814,2.789546211,2.802574618,2.843895304
oa13,eo,2.991,8.62934,6.474433333,5.89634,6.050033333,1.09560778,2.155168025,1.867861088,1.774331819,1.800063782
oa13,eo,3.988,5.76732,4.624733333,4.29686,4.605266667,1.383289852,1.752207501,1.531418712,1.457884523,1.527200576
oa13,eo,4.985,3.43094,3.327666667,2.88396,3.209966667,1.606433403,1.232834276,1.202271358,1.05916435,1.166260553
oa13,eo,5.982,2.35318,2.772266667,2.05224,1.9519,1.78875496,0.855767605,1.019665277,0.71893188,0.668803257
oa13,eo,6.979,2.21662,2.729466667,2.14188,2.323166667,1.94290564,0.795983513,1.00410623,0.761683948,0.842931198
oa13,eo,7.976,2.50282,3.5552,2.59836,2.592433333,2.076437033,0.917418096,1.26841132,0.954880477,0.952596946
oa13,eo,8.973,2.51088,4.225933333,3.49606,3.043733333,2.194220068,0.920633289,1.441240144,1.25163662,1.113084832
oa13,eo,9.97,3.51956,5.6234,4.78308,4.1045,2.299580584,1.258335982,1.726936463,1.56508469,1.412083933
oa13,eo,10.967,3.05526,4.9787,4.12758,3.360666667,2.394890764,1.116864695,1.605168813,1.417691279,1.212139367
oa13,eo,11.964,2.72902,5.357833333,3.83836,2.596933333,2.481902141,1.00394257,1.678559665,1.345045192,0.954331262
oa13,eo,12.961,2.49824,5.246566667,2.9837,1.681033333,2.561944848,0.915586484,1.657573894,1.093164141,0.519408684
oa13,eo,13.958,2.33894,4.1537,2.68364,1.79,2.636052821,0.849697835,1.423999503,0.987174082,0.58221562
oa13,eo,14.955,2.27502,3.9401,2.49354,1.757333333,2.705045692,0.821988844,1.371206104,0.913703388,0.563797509
oa13,eo,15.952,2.49726,4.016833333,2.80492,2.011466667,2.769584213,0.915194131,1.390493864,1.031375018,0.698864141
oa13,eo,16.949,2.56506,3.9407,3.0798,2.1393,2.830208835,0.94198187,1.371358373,1.12486466,0.760478673
oa13,eo,17.946,2.75308,4.104233333,2.87874,1.969866667,2.887367249,1.012720285,1.412018961,1.057352698,0.677965859
oa13,eo,18.943,3.54774,4.6523,3.2598,2.090066667,2.94143447,1.266310781,1.537361721,1.181665844,0.737195963
oa13,eo,19.94,4.2806,4.6936,3.00792,2.2863,2.992727765,1.454093187,1.546199879,1.10124881,0.82693479
oa13,eo,20.937,5.4497,4.206166667,2.83282,2.023566667,3.041517929,1.695560561,1.436551702,1.041272682,0.704861631
oa13,eo,21.934,8.7853,5.311066667,2.9233,1.9713,3.088037944,2.17307987,1.669792694,1.072713115,0.678693224
oa13,eo,22.931,7.84028,4.224333333,2.4187,1.505266667,3.132489707,2.059274548,1.440861457,0.883230206,0.40897007
oa13,eo,23.928,6.13372,3.5664,2.00858,1.215133333,3.175049321,1.813801417,1.271556684,0.697428005,0.19485381
oa13,eo,24.925,5.84558,2.5841,1.61282,1.105933333,3.215871316,1.76568582,0.949377285,0.4779842,0.100689624
oa13,eo,25.922,4.16764,1.955233333,1.28658,1.0075,3.255092029,1.427349928,0.670509538,0.251987535,0.007472015
oa13,eo,26.919,3.54726,1.859633333,1.23108,0.956766667,3.292832357,1.266175474,0.620379336,0.207891833,-0.044195735
oa13,eo,27.916,2.968,1.689,1.2461,0.892066667,3.329200001,1.087888325,0.524136638,0.220018674,-0.114214411
oa13,eo,28.913,2.50026,1.2649,0.97738,0.829933333,3.364291321,0.916394726,0.234993068,-0.022879757,-0.186409903
oa13,eo,29.91,2.21046,1.231733333,0.9479,0.7958,3.398192873,0.793200639,0.208422391,-0.053506268,-0.228407381
oa14,ec,0.997,19.62196,21.84043333,32.15368,10.79836667,-0.003004509,2.976649347,3.083762992,3.470526908,2.379394888
oa14,ec,1.994,5.01644,3.598666667,3.32242,2.304066667,0.690142672,1.612720519,1.280563406,1.200693433,0.834675678
oa14,ec,2.991,2.19144,1.745533333,1.63638,1.205966667,1.09560778,0.784558862,0.557060144,0.492486485,0.187281458
oa14,ec,3.988,1.50952,1.346166667,1.27414,0.849166667,1.383289852,0.411791719,0.297261047,0.242271441,-0.163499803
oa14,ec,4.985,0.93164,0.893933333,0.81328,0.573,1.606433403,-0.070808805,-0.112124078,-0.206679825,-0.556869562
oa14,ec,5.982,0.7559,0.6921,0.66734,0.512766667,1.78875496,-0.279846187,-0.368024825,-0.404455618,-0.667934378
oa14,ec,6.979,0.96008,0.949333333,0.85916,0.6418,1.94290564,-0.040738665,-0.051995295,-0.151800111,-0.44347855
oa14,ec,7.976,1.64912,1.3851,1.33224,1.127933333,2.076437033,0.500241812,0.325772339,0.286861736,0.12038705
oa14,ec,8.973,1.87094,1.5988,1.43572,1.071633333,2.194220068,0.626440978,0.469253348,0.361666466,0.069183964
oa14,ec,9.97,1.7897,1.600466667,1.45776,0.9263,2.299580584,0.582048008,0.470295253,0.376901011,-0.076557123
oa14,ec,10.967,1.54436,1.524066667,1.65152,0.948233333,2.394890764,0.434609585,0.421382201,0.501696076,-0.053154675
oa14,ec,11.964,1.57052,1.7902,2.52918,1.387866667,2.481902141,0.451406775,0.582327345,0.92789514,0.327767796
oa14,ec,12.961,1.8759,2.079866667,2.9615,1.5383,2.561944848,0.629088544,0.732303789,1.085695897,0.430677911
oa14,ec,13.958,1.59112,1.8267,2.83912,1.3328,2.636052821,0.464438171,0.60251106,1.043494145,0.287281992
oa14,ec,14.955,1.14532,1.5068,1.73164,0.801666667,2.705045692,0.135684074,0.409988197,0.549068936,-0.221062385
oa14,ec,15.952,1.00508,1.219833333,1.21106,0.649233333,2.769584213,0.00506714,0.198714237,0.191496009,-0.431963099
oa14,ec,16.949,0.892,1.103933333,1.02046,0.538733333,2.830208835,-0.114289146,0.09887956,0.020253506,-0.618534574
oa14,ec,17.946,0.8462,1.0535,0.89138,0.478966667,2.887367249,-0.166999541,0.052117954,-0.114984455,-0.736124273
oa14,ec,18.943,0.85612,1.027466667,0.82664,0.519933333,2.94143447,-0.155344726,0.027096226,-0.190385987,-0.654054681
oa14,ec,19.94,0.7547,1.017466667,0.75268,0.509166667,2.992727765,-0.28143496,0.017315878,-0.284115108,-0.674979877
oa14,ec,20.937,0.61678,0.961366667,0.71178,0.423133333,3.041517929,-0.483242883,-0.039399396,-0.339986404,-0.860067941
oa14,ec,21.934,0.5756,0.7684,0.66264,0.457333333,3.088037944,-0.552342304,-0.263444848,-0.411523423,-0.782342759
oa14,ec,22.931,0.53992,0.674733333,0.63756,0.460133333,3.132489707,-0.616334299,-0.393437728,-0.450106889,-0.776238976
oa14,ec,23.928,0.4588,0.469033333,0.53646,0.420766667,3.175049321,-0.779140894,-0.75708144,-0.622763277,-0.865676835
oa14,ec,24.925,0.42326,0.473566667,0.49504,0.426333333,3.215871316,-0.859768632,-0.747462581,-0.703116712,-0.852533766
oa14,ec,25.922,0.31914,0.385933333,0.33498,0.2758,3.255092029,-1.142125401,-0.952090636,-1.09368445,-1.288079314
oa14,ec,26.919,0.25858,0.341566667,0.2243,0.188733333,3.292832357,-1.352550155,-1.074212402,-1.494770837,-1.667420195
oa14,ec,27.916,0.1842,0.278566667,0.1975,0.172833333,3.329200001,-1.691733155,-1.278097871,-1.622016695,-1.75542754
oa14,ec,28.913,0.1455,0.2103,0.16706,0.140433333,3.364291321,-1.927579192,-1.559220196,-1.78940225,-1.963022399
oa14,ec,29.91,0.11902,0.1581,0.13516,0.119233333,3.398192873,-2.128463733,-1.844527535,-2.001296017,-2.126672921
oa14,eo,0.997,20.85958,27.1655,27.58484,18.7583,-0.003004509,3.037813315,3.301947786,3.317266346,2.931636321
oa14,eo,1.994,6.43098,7.7717,6.5776,5.6931,0.690142672,1.861126937,2.050488931,1.883669937,1.739254915
oa14,eo,2.991,3.35444,3.9304,3.40738,3.008233333,1.09560778,1.210284841,1.368741202,1.225943668,1.101352974
oa14,eo,3.988,2.45546,2.881966667,2.57404,2.2122,1.383289852,0.898314116,1.058472931,0.945476649,0.793987495
